battery,100,true,1571935500031
battery,100,false,1571935800060
battery,100,false,1571936100066
battery,100,false,1571936400055
battery,100,false,1571936700170
battery,100,false,1571937000038
battery,100,false,1571937300037
battery,99,false,1571937600037
battery,97,false,1571937900045
battery,96,false,1571938200048
battery,96,false,1571938501459
battery,95,false,1571938800044
battery,95,false,1571939101439
battery,94,false,1571939400035
battery,93,false,1571939700041
battery,93,false,1571940000049
battery,92,false,1571940300042
battery,92,false,1571940600052
battery,91,false,1571940900043
battery,91,false,1571941201107
battery,90,false,1571941500040
battery,89,false,1571941800053
battery,88,false,1571942100024
battery,88,false,1571942400069
battery,87,false,1571942700038
battery,87,false,1571943000039
battery,86,false,1571943300049
battery,86,false,1571943600054
battery,85,false,1571943901384
battery,85,false,1571944201360
battery,85,false,1571944501371
battery,85,false,1571944801368
battery,85,false,1571945100030
battery,84,false,1571945401361
battery,84,false,1571945701352
battery,84,false,1571946001372
battery,84,false,1571946301367
battery,84,false,1571946601356
battery,83,false,1571946911180
battery,83,false,1571947200023
battery,83,false,1571947500339
battery,83,false,1571947800054
battery,83,false,1571948101359
battery,82,false,1571948400052
battery,82,false,1571948723331
battery,82,false,1571949000048
battery,82,false,1571949301322
battery,82,false,1571949600056
battery,82,false,1571949900043
battery,81,false,1571950200051
battery,81,false,1571950500289
battery,81,false,1571950801311
battery,81,false,1571951101320
battery,81,false,1571951401309
battery,81,false,1571951701321
battery,80,false,1571952000032
battery,80,false,1571952301827
battery,79,false,1571952601300
battery,79,false,1571952901307
battery,78,false,1571953200079
battery,76,false,1571953500045
battery,75,false,1571953800054
battery,74,false,1571954100049
battery,73,false,1571954400060
battery,71,false,1571954700046
battery,71,false,1571955000285
battery,70,false,1571955301263
battery,69,false,1571955600032
battery,69,false,1571955900037
battery,67,false,1571956200062
battery,67,false,1571956501247
battery,66,false,1571956800289
battery,66,false,1571957100247
battery,66,false,1571957401349
battery,66,false,1571957701243
battery,65,false,1571958000047
battery,65,false,1571958301244
battery,65,false,1571958600047
battery,64,false,1571958901240
battery,64,false,1571959200050
battery,63,false,1571959501229
battery,63,false,1571959800036
battery,62,false,1571960100047
battery,62,false,1571960400051
battery,61,false,1571960700053
battery,61,false,1571961000110
battery,60,false,1571961300057
battery,59,false,1571961600056
battery,58,false,1571961900040
battery,58,false,1571962201229
battery,58,false,1571962500043
battery,57,false,1571962800045
battery,57,false,1571963100041
battery,57,false,1571963402032
battery,57,false,1571963700047
battery,56,false,1571964000041
battery,56,false,1571964300040
battery,56,false,1571964600043
battery,56,false,1571964901191
battery,55,false,1571965200048
battery,54,false,1571965500031
battery,54,false,1571965800045
battery,54,false,1571966100837
battery,54,false,1571966401189
battery,54,false,1571966701159
battery,54,false,1571967001171
battery,53,false,1571967301168
battery,53,false,1571967600060
battery,53,false,1571967901166
battery,53,false,1571968200727
battery,52,false,1571968500799
battery,52,false,1571968800040
battery,51,false,1571969100067
battery,50,false,1571969400057
battery,49,false,1571969700039
battery,48,false,1571970000046
battery,48,false,1571970301152
battery,47,false,1571970600218
battery,47,false,1571970900201
battery,46,false,1571971201135
battery,46,false,1571971500041
battery,45,false,1571971800048
battery,43,false,1571972100045
battery,42,false,1571972400027
battery,42,false,1571972700030
battery,41,false,1571973000048
battery,40,false,1571973300033
battery,39,false,1571973604365
battery,39,false,1571973901102
battery,39,false,1571974200837
battery,38,false,1571974500051
battery,38,false,1571974801090
battery,37,false,1571975101093
battery,37,false,1571975401115
battery,36,false,1571975700040
battery,35,false,1571976002114
battery,35,false,1571976300050
battery,34,false,1571976600031
battery,33,false,1571976900049
battery,33,false,1571977200036
battery,32,false,1571977501087
battery,32,false,1571977801095
battery,32,false,1571978100044
battery,32,false,1571978400035
battery,31,false,1571978701066
battery,31,false,1571979001107
battery,31,false,1571979300026
